Country Code,Name,Location,System ID,URL,Auto-Discovery URL,Validation Report
US,Revel New York,"New York, NY",revel_newyork,https://gorevel.com,https://gbfs.gorevel.com/gbfs/v2/newyork/en/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.gorevel.com%2Fgbfs%2Fv2%2Fnewyork%2Fen%2Fgbfs.json
US,Revel Oakland,"Oakland, CA",revel_oakland,https://gorevel.com/oakland/,https://gbfs.gorevel.com/gbfs/v2/oakland/en/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.gorevel.com%2Fgbfs%2Fv2%2Foakland%2Fen%2Fgbfs.json
US,Revel San Francisco,"San Francisco, CA",revel_sanfrancisco,https://gorevel.com,https://gbfs.gorevel.com/gbfs/v2/sanfrancisco/en/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.gorevel.com%2Fgbfs%2Fv2%2Fsanfrancisco%2Fen%2Fgbfs.json
US,Revel Washington D.C.,"Washington, DC",revel_washingtondc,https://gorevel.com,https://gbfs.gorevel.com/gbfs/v2/washingtondc/en/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.gorevel.com%2Fgbfs%2Fv2%2Fwashingtondc%2Fen%2Fgbfs.json
US,RTC Bike Share,"Las Vegas, NV",bcycle_rtcbikeshare,https://rtcbikeshare.bcycle.com,https://gbfs.bcycle.com/bcycle_rtcbikeshare/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.bcycle.com%2Fbcycle_rtcbikeshare%2Fgbfs.json
US,Salt Lake City,"Salt Lake City, UT",Link_Salt_Lake_City,https://www.link.city,https://mds.linkyour.city/gbfs/us_ut_salt_lake_city/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fmds.linkyour.city%2Fgbfs%2Fus_ut_salt_lake_city%2Fgbfs.json
US,San Antonio B-cycle,"San Antonio, TX",bcycle_sanantonio,https://sanantonio.bcycle.com/,https://gbfs.bcycle.com/bcycle_sanantonio/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.bcycle.com%2Fbcycle_sanantonio%2Fgbfs.json
US,San Diego,"San Diego, CA",Link_San_Diego,https://www.link.city,https://mds.linkyour.city/gbfs/us_ca_san_diego/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fmds.linkyour.city%2Fgbfs%2Fus_ca_san_diego%2Fgbfs.json
US,Santa Barbara BCycle,"Santa Barbara, CA",bcycle_santabarbara,https://santabarbara.bcycle.com,https://gbfs.bcycle.com/bcycle_santabarbara/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.bcycle.com%2Fbcycle_santabarbara%2Fgbfs.json
US,SBU Wolf Ride Bike Share,"Stony Brook, NY",sbu,https://www.stonybrook.edu/commcms/sustainability/transportation/_Wolf_Ride_Bike_Share/,https://sbu.publicbikesystem.net/customer/gbfs/v2/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fsbu.publicbikesystem.net%2Fcustomer%2Fgbfs%2Fv2%2Fgbfs.json
US,SoBi - Cleveland Bikeshare,"Cleveland, OH",25,https://gohopr.com/,https://gbfs.hopr.city/api/gbfs/25/,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.hopr.city%2Fapi%2Fgbfs%2F25%2F
US,Spartanburg BCycle,"Spartanburg, SC",bcycle_spartanburg,https://spartanburg.bcycle.com,https://gbfs.bcycle.com/bcycle_spartanburg/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.bcycle.com%2Fbcycle_spartanburg%2Fgbfs.json
US,Spin Akron,"Akron, OH",spin akron,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/akron/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fakron%2Fgbfs
US,Spin Albuquerque,"Albuquerque, NM",spin albuquerque,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/albuquerque/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Falbuquerque%2Fgbfs
US,Spin Alexandria,"Alexandria, VA",spin alexandria,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/alexandria/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Falexandria%2Fgbfs
US,Spin Ann Arbor,"Ann Arbor, MI",spin ann_arbor,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/ann_arbor/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fann_arbor%2Fgbfs
US,Spin Asbury Park,"Asbury Park, NY",spin asbury_park,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/asbury_park/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fasbury_park%2Fgbfs
US,Spin Atlanta,"Atlanta, GA",spin atlanta,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/atlanta/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fatlanta%2Fgbfs
US,Spin Austin,"Austin, TX",spin austin,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/austin/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Faustin%2Fgbfs
US,Spin Baltimore,"Baltimore, MD",spin baltimore,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/baltimore/gbfs.json,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fbaltimore%2Fgbfs.json
US,Spin Boise,"Boise, ID",spin boise,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/boise/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fboise%2Fgbfs
US,Spin Brookline,"Brookline, MA",spin brookline,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/brookline/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fbrookline%2Fgbfs
US,Spin Charlotte,"Charlotte,NC",spin charlotte,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/charlotte/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fcharlotte%2Fgbfs
US,Spin Chicago,"Chicago, IL",spin chicago,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/chicago_territory/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fchicago_territory%2Fgbfs
US,Spin Cleveland,"Cleveland, OH",spin cleveland,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/cleveland/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fcleveland%2Fgbfs
US,Spin Columbus,"Columbus, OH",spin columbus,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/columbus/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fcolumbus%2Fgbfs
US,Spin Coral Gables,"Coral Gables, FL",spin coral_gables,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/coral_gables/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fcoral_gables%2Fgbfs
US,Spin Dayton,"Dayton, OH",spin dayton,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/dayton/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fdayton%2Fgbfs
US,Spin Denver,"Denver, CO",spin denver,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/denver/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fdenver%2Fgbfs
US,Spin Detroit,"Detroit, MI",spin detroit,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/detroit/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fdetroit%2Fgbfs
US,Spin Duke,Durham NS,spin duke,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/duke/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fduke%2Fgbfs
US,Spin Durham,"Durham, NC",spin durham,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/durham/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fdurham%2Fgbfs
US,Spin Fayetteville,"Fayetteville, AR",spin fayetteville,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/fayetteville/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Ffayetteville%2Fgbfs
US,Spin Fort Collins,"Fort Collins, CO",spin fort_collins,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/fort_collins/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Ffort_collins%2Fgbfs
US,Spin Fort Pierce,"Fort Pierce, FL",spin fort_pierce,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/fort_pierce/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Ffort_pierce%2Fgbfs
US,Spin Gainesville,"Gainesville, FL",spin gainesville,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/gainesville/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fgainesville%2Fgbfs
US,Spin Garden City,"Garden City, ID",spin garden city,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/garden_city/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fgarden_city%2Fgbfs
US,Spin Grand Rapids,"Grand Rapids, MI",spin grand_rapids,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/grand_rapids/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fgrand_rapids%2Fgbfs
US,Spin Greenville,"Greenville, SC",spin greenville,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/greenville/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fgreenville%2Fgbfs
US,Spin Isla Vista,"Isla Vista, CA",spin isla_vista,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/isla_vista/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fisla_vista%2Fgbfs
US,Spin Jacksonville,"Jacksonville, FL",spin jacksonville,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/jacksonville/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fjacksonville%2Fgbfs
US,Spin Jefferson City,"Jefferson City, MO",spin jefferson_city,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/jefferson_city/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fjefferson_city%2Fgbfs
US,Spin Kansas City,"Kansas City, MO",spin kansas_city,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/kansas_city/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fkansas_city%2Fgbfs
US,Spin Knoxville,"Knoxville, TN",spin knoxville,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/knoxville/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fknoxville%2Fgbfs
US,Spin Lexington,"Lexington, KY",spin lexington,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/lexington/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Flexington%2Fgbfs
US,Spin Lincoln,"Lincoln, NB",spin lincoln,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/lincoln/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Flincoln%2Fgbfs
US,Spin Long Beach,"Long Beach, CA",spin long_beach,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/long_beach/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Flong_beach%2Fgbfs
US,Spin Los Angeles,"Los Angeles, CA",spin los_angeles,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/los_angeles/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Flos_angeles%2Fgbfs
US,Spin Louisville,"Louisville, KY",spin louisville,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/louisville/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Flouisville%2Fgbfs
US,Spin Memphis,"Memphis, TN",spin memphis,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/memphis/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fmemphis%2Fgbfs
US,Spin Mesa,"Mesa, AZ",spin mesa,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/mesa/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fmesa%2Fgbfs
US,Spin Miami,"Miami, FL",spin miami,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/miami/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fmiami%2Fgbfs
US,Spin Michigan State University,"East Lansing, MI",spin michigan_state_university,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/michigan_state_university/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fmichigan_state_university%2Fgbfs
US,Spin Minneapolis,"Minneapolis, MN",spin minneapolis,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/minneapolis/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fminneapolis%2Fgbfs
US,Spin Mongomery County,"Mongomery County, MD",spin montgomery_county,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/montgomery_county/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fmontgomery_county%2Fgbfs
US,Spin Nashville,"Nashville, TN",spin nashville,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/nashville/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fnashville%2Fgbfs
US,Spin Nicholls State University,"Thibodaux, LA",spin nicholls_state,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/nicholls_state/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fnicholls_state%2Fgbfs
US,Spin NMSU,"Las Cruces, NM",spin nmsu,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/nmsu/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fnmsu%2Fgbfs
US,Spin Oakland University,"Rochester, MI",spin oakland_university,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/oakland_university/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Foakland_university%2Fgbfs
US,Spin Ohio State,"Columbus, OH",spin ohio_state,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/ohio_state/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fohio_state%2Fgbfs
US,Spin Omaha,"Omaha, NB",spin omaha,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/omaha/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fomaha%2Fgbfs
US,Spin Orem,"Orem, UT",spin orem,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/orem/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Forem%2Fgbfs
US,Spin Orlando,"Orlando, FL",spin orlando,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/orlando/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Forlando%2Fgbfs
US,Spin Phoenix,"Phoenix, AZ",spin phoenix,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/phoenix/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fphoenix%2Fgbfs
US,Spin Pittsburgh,"Pittsburgh, PA",spin pittsburgh,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/pittsburgh/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fpittsburgh%2Fgbfs
US,Spin Portland,"Portland, OR",spin portland,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/portland/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fportland%2Fgbfs
US,Spin Providence,"Providence, RI",spin providence,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/providence/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fprovidence%2Fgbfs
US,Spin Provo,"Provo, UT",spin provo,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/provo/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fprovo%2Fgbfs
US,Spin Purdue University,"West Lafayette, IN",spin purdue_university,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/purdue_university/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fpurdue_university%2Fgbfs
US,Spin Raleigh,"Raleigh, NC",spin raleigh,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/raleigh/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fraleigh%2Fgbfs
US,Spin Salem,"Salem, MA",spin salem,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/salem/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fsalem%2Fgbfs
US,Spin Salt Lake City,"Salt Lake City, UT",spin salt_lake_city,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/salt_lake_city/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fsalt_lake_city%2Fgbfs
US,Spin San Antonio,"San Antonio, TX",spin san_antonio,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/san_antonio/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fsan_antonio%2Fgbfs
US,Spin San Diego,"San Diego, CA",spin san_diego,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/san_diego/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fsan_diego%2Fgbfs
US,Spin San Francisco,"San Francisco, CA",spin san_francisco,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/san_francisco/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fsan_francisco%2Fgbfs
US,Spin San Marcos,"San Marcos, TX",spin san_marcos,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/san_marcos/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fsan_marcos%2Fgbfs
US,Spin Santa Monica,"Santa Monica, CA",spin santa monica,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/santa%20monica/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fsanta%2520monica%2Fgbfs
US,Spin Seattle,"Seattle, WA",spin seattle,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/seattle/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fseattle%2Fgbfs
US,Spin South Miami,"South Miami, FL",spin south_miami,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/south_miami/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fsouth_miami%2Fgbfs
US,Spin St George,"St George, UT",spin st_george,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/st_george/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fst_george%2Fgbfs
US,Spin Stillwater,"Stillwater, OK",spin stillwater,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/stillwater/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fstillwater%2Fgbfs
US,Spin St Louis,"St Louis, MO",spin st_louis,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/st_louis/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fst_louis%2Fgbfs
US,Spin Tallahassee,"Tallahassee, FL",spin tallahassee,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/tallahassee/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Ftallahassee%2Fgbfs
US,Spin Tampa,"Tampa, FL",spin tampa,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/tampa/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Ftampa%2Fgbfs
US,Spin Tempe,"Tempe, AZ",spin tempe,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/tempe/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Ftempe%2Fgbfs
US,Spin Towson,"Towson, MD",spin towson,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/towson/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Ftowson%2Fgbfs
US,Spin Troy,"Troy, AL",spin troy,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/troy/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Ftroy%2Fgbfs
US,Spin UC San Diego,"San Diego, CA",spin uc_san_diego,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/uc_san_diego/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fuc_san_diego%2Fgbfs
US,Spin University of Central Florida,"Orlando, FL",spin university_of_central_florida,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/university_of_central_florida/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Funiversity_of_central_florida%2Fgbfs
US,Spin University of Kentucky,"Lexington, KY",spin university_of_kentucky,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/university_of_kentucky/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Funiversity_of_kentucky%2Fgbfs
US,Spin Virginia Tech,"Blackburg, VA",spin virginia_tech,https://www.spin.pm,https://gbfs.spin.pm/api/gbfs/v2_3/virginia_tech/gbfs,https://gbfs-validator.netlify.app/?url=https%3A%2F%2Fgbfs.spin.pm%2Fapi%2Fgbfs%2Fv2_3%2Fvirginia_tech%2Fgbfs
